Codice AIC;Sost.isce;Sost.ito;Descrizione prodotto;Ditta produttrice;Forma farmaceutica;Principio Attivo;A.T.C. Descrizione;Cod. gruppo;Descrizione gruppo;Tipo prodotto;Doping;Glutine;Stupefacente;Temperatura;Mesi di validita';Validita' dopo apertura;Iva;Prz. Att.;Imp.Assist;PrzRimE.;Obbligatorieta';Particolarita';Cl;Prescrivibilita';Tipo ricetta;Regime SSN;Note prescrizione
038835043;;;ACARPHAGE*40CPR 50MG;BRUNO FARMACEUTICI SpA;COMPRESSE DIVISIBILI;ACARBOSIO;ACARBOSIO;H1B;ACARBOSIO 50MG 40 UNITA' USO ORALE;FARMACO GENERICO;N;;;NON SUP.A +25, IN CONF.ORIGIN.;36 MESI;;ALIQUOTA 10%;5.63;0.0;5.63;OBBL.1GR.IPOGLICEMIZZ.ORALE;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
039455023;032819029;;ACC*30BUST 200MG;SANDOZ SpA;SOLUZIONE ORALE POLVERE;ACETILCISTEINA;ACETILCISTEINA;;;FARMACO DA BANCO;N;;;NON SUP. A +30 GRADI;36 MESI;;ALIQUOTA 10%;9.8;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;OTC - LIBERA VENDITA;NON CONCEDIBILE;
043755026;;;ACCARIZAX*30LIOFSUBL 12 SQ-HDM;ALK-ABELLO' A/S;LIOFILIZZATO ORALE;ACARI DELLA POLVERE (ESTRATTO DI ALLERGENI DERMATOPHAGOIDES PTERONYSSINUS E DERMATOPHAGOIDES FARINAE);ACARI DELLA POLVERE DOMESTICA;;;FARMACO ETICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;48 MESI;;ALIQUOTA 10%;132;0.0;0.0;NON OBBLIGATORIA;MONITORAGGIO ADDIZIONALE;C;PRESC.OSP/SP: ALL OTO PNE IMM;RRL - LIMITATIVA RIPETIBILE;NON CONCEDIBILE;
043615057;;;ACCOFIL*1SIR 30MU 0,5ML+AGO;ACCORD HEALTHCARE ITALIA Srl;SOLUZIONE INIETTABILE;FILGRASTIM;FILGRASTIM;;;FARMACO ETICO;N;;;DA 2 A 8 GRADI,NO LUCE,NO CONG;36 MESI;USARE IMMEDIATAMENTE;ALIQUOTA 10%;95.18;0.0;0.0;NON OBBLIGATORIA;CONTINUITA' TERAPEUTICA H-T;A;RIC.OSPED/SPEC:ONCOL EMATOL;RRL - LIMITATIVA RIPETIBILE;CONCEDIB.ESENTE;DISTR.STRUT.PUBBL.E PIANO TER.
042403042;;;ACECLOFENAC ACC*40CPR RIV100MG;ACCORD HEALTHCARE ITALIA Srl;COMPRESSE RIVESTITE;ACECLOFENAC;ACECLOFENAC;B5B;ACECLOFENAC 100MG 40 UNITA' USO ORALE;FARMACO GENERICO;N;;;INFERIORE A +25 GRADI;48 MESI;;ALIQUOTA 10%;5.64;0.0;5.64;OBBL.1GR.ANTINF.DER.AC.ACETICO;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 66: CLASSE A PER PATOL.
043259035;;;ACECLOFENAC EG*40CPR RIV 100MG;EG SpA;COMPRESSE RIVESTITE;ACECLOFENAC;ACECLOFENAC;B5B;ACECLOFENAC 100MG 40 UNITA' USO ORALE;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;5.64;0.0;5.64;OBBL.1GR.ANTINF.DER.AC.ACETICO;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 66: CLASSE A PER PATOL.
025767029;;;ACEDIUR*12CPR 50MG+15MG;A.MENARINI IND.FARM.RIUN.Srl;COMPRESSE;CAPTOPRIL/IDROCLOROTIAZIDE;CAPTOPRIL E DIURETICI;;;FARMACO ETICO;S;N;;NON SUP. A +30 GRADI;36 MESI;;ALIQUOTA 10%;7.76;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
025767017;;;ACEDIUR*12CPR 50MG+25MG;A.MENARINI IND.FARM.RIUN.Srl;COMPRESSE DIVISIBILI;CAPTOPRIL/IDROCLOROTIAZIDE;CAPTOPRIL E DIURETICI;CPA;CAPTOPRIL+IDROCLOROTIAZIDE 50+25MG 12 UNITA' USO ORALE;FARMACO ETICO;S;N;;NON SUP. A +30 GRADI;48 MESI;;ALIQUOTA 10%;3.09;1.21;1.88;NON OBBLIGATORIA;NON OBBLIGATORIA;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
027230034;;;ACEQUIN*14CPR RIV 20MG;RECORDATI SpA;COMPRESSE RIVESTITE DIVISIBILI;QUINAPRIL CLORIDRATO;QUINAPRIL;DDB;QUINAPRIL 20MG 14 UNITA' USO ORALE;FARMACO ETICO;N;N;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;5.08;2.87;2.21;OBBL.1GR.ACE INIBITORI;OBBL.1GR.ACE INIBITORI;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
027395021;027395019;;ACESISTEM*14CPR 20MG+12,5MG;ALFASIGMA SpA;COMPRESSE;ENALAPRIL MALEATO/IDROCLOROTIAZIDE;ENALAPRIL E DIURETICI;DMA;ENALAPRIL+IDROCLOROTIAZIDE 20+12,5MG 14 UNITA' USO ORALE;FARMACO ETICO;S;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;7.04;2.64;4.4;NON OBBLIGATORIA;NON OBBLIGATORIA;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
023475130;;;ACETAMOL PRIMA INFANZIA*30ML;ABIOGEN PHARMA SpA;GOCCE ORALI SOLUZIONE;PARACETAMOLO;PARACETAMOLO;;;FARMACO ETICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;6 MESI;ALIQUOTA 10%;4.5;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;SOP - NON RICHIESTA;NON CONCEDIBILE;
023475078;;;ACETAMOL*10SUPP 500MG;ABIOGEN PHARMA SpA;SUPPOSTE;PARACETAMOLO;PARACETAMOLO;;;FARMACO ETICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;42 MESI;;ALIQUOTA 10%;5;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;SOP - NON RICHIESTA;NON CONCEDIBILE;
023475142;;;ACETAMOL*16CPR DIV 1000MG;ABIOGEN PHARMA SpA;COMPRESSE DIVISIBILI;PARACETAMOLO;PARACETAMOLO;;;FARMACO ETICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;8.5;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
023475128;;;ACETAMOL*16CPR EFF DIV 1000MG;ABIOGEN PHARMA SpA;COMPRESSE EFFERVESCENTI DIVIS;PARACETAMOLO;PARACETAMOLO;;;FARMACO ETICO;N;;;AL RIPARO DALL'UMIDITA';36 MESI;;ALIQUOTA 10%;8;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
023475066;;;ACETAMOL*AD 10SUPP 1G;ABIOGEN PHARMA SpA;SUPPOSTE;PARACETAMOLO;PARACETAMOLO;;;FARMACO ETICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;48 MESI;;ALIQUOTA 10%;5;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;SOP - NON RICHIESTA;NON CONCEDIBILE;
023475054;;;ACETAMOL*AD 20CPR 500MG;ABIOGEN PHARMA SpA;COMPRESSE;PARACETAMOLO;PARACETAMOLO;;;FARMACO ETICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;5;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;SOP - NON RICHIESTA;NON CONCEDIBILE;
023475080;;;ACETAMOL*BB 10SUPP 250MG;ABIOGEN PHARMA SpA;SUPPOSTE;PARACETAMOLO;PARACETAMOLO;;;FARMACO ETICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;42 MESI;;ALIQUOTA 10%;5;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;SOP - NON RICHIESTA;NON CONCEDIBILE;
023475092;;;ACETAMOL*PRIMA INF SCIR 100ML;ABIOGEN PHARMA SpA;SCIROPPO;PARACETAMOLO;PARACETAMOLO;;;FARMACO ETICO;N;;;INFERIORE A +25 GRADI;24 MESI;;ALIQUOTA 10%;6;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;SOP - NON RICHIESTA;NON CONCEDIBILE;
023475104;;;ACETAMOL*PRIMA INF10SUPP 125MG;ABIOGEN PHARMA SpA;SUPPOSTE;PARACETAMOLO;PARACETAMOLO;;;FARMACO ETICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;4.5;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;SOP - NON RICHIESTA;NON CONCEDIBILE;
035595014;;;ACETILCISTEINA ALM*EV NEB5F300;ALMUS Srl;SOLUZIONE INIET/INAL/TOPICA;ACETILCISTEINA;ACETILCISTEINA;;;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;5.8;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
042507020;;;ACETILCISTEINA DOC*30BUST600MG;DOC GENERICI Srl;POLVERE ORALE;ACETILCISTEINA;ACETILCISTEINA;;;FARMACO GENERICO;N;N;;INFERIORE A +30 GRADI;36 MESI;;ALIQUOTA 10%;11.5;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
042325023;;;ACETILCISTEINA DOC*30CPR EF600;DOC GENERICI Srl;COMPRESSE EFFERVESCENTI;ACETILCISTEINA;ACETILCISTEINA;;;FARMACO GENERICO;N;N;;NON SUP. A +30 GRADI;36 MESI;;ALIQUOTA 10%;11.5;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
034821052;;;ACETILCISTEINA EG*10F 300MG3ML;EG SpA;SOLUZIONE INIET/INAL/TOPICA;ACETILCISTEINA;ACETILCISTEINA;;;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;10.5;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
034821049;034821025;;ACETILCISTEINA EG*30CPR EFF600;EG SpA;COMPRESSE EFFERVESCENTI;ACETILCISTEINA;ACETILCISTEINA;;;FARMACO GENERICO;N;;;CONSERV.IN CONFEZ.ORIGINALE;36 MESI;;ALIQUOTA 10%;10.9;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
034821037;;;ACETILCISTEINA EG*EV NEB5F 300;EG SpA;SOLUZIONE INIET/INAL/TOPICA;ACETILCISTEINA;ACETILCISTEINA;;;FARMACO GENERICO;N;N;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;5.3;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
032819070;;;ACETILCISTEINA HE*10F 300MG;SANDOZ SpA;SOLUZIONE INIET/INAL/TOPICA;ACETILCISTEINA;ACETILCISTEINA;;;FARMACO GENERICO;N;;;NON SUP. A +25 GRADI;24 MESI;;ALIQUOTA 10%;12.31;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
043351131;032819043;;ACETILCISTEINA HE*20CPR EFF600;SANDOZ SpA;COMPRESSE EFFERVESCENTI DIVIS;ACETILCISTEINA;ACETILCISTEINA;;;FARMACO GENERICO;N;;;NON SUP. A +30 GRADI;36 MESI;24 MESI;ALIQUOTA 10%;10.03;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
043199049;;;ACETILCISTEINA HE*30BUST 600MG;SANDOZ SpA;SOLUZIONE ORALE POLVERE;ACETILCISTEINA;ACETILCISTEINA;;;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;USARE IMMEDIATAMENTE;ALIQUOTA 10%;12;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
038175016;;;ACETILCISTEINA PENSA*20CPR EFF;TOWA PHARMACEUTICAL SpA;COMPRESSE EFFERVESCENTI;ACETILCISTEINA;ACETILCISTEINA;;;FARMACO GENERICO;N;;;NON SUP. A +30 GRADI;36 MESI;24 MESI;ALIQUOTA 10%;9.79;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
034256026;034256014;;ACETILCISTEINA RAT*30CPR EFF;RATIOPHARM ITALIA Srl;COMPRESSE EFFERVESCENTI DIVIS;ACETILCISTEINA;ACETILCISTEINA;;;FARMACO GENERICO;N;;;INF.A +25, RIPARO UMIDITA';24 MESI;;ALIQUOTA 10%;11;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
041212010;;;ACETILCISTEINA TEVA*30BS 200MG;TEVA ITALIA Srl;GRANULATO PER SOLUZIONE ORALE;ACETILCISTEINA;ACETILCISTEINA;;;FARMACO GENERICO;N;;;CONSERV.IN CONFEZ.ORIGINALE;36 MESI;;ALIQUOTA 10%;7.5;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;OTC - LIBERA VENDITA;NON CONCEDIBILE;
047378017;;;ACETILCISTEINA ZEN*30CPR EFF;ZENTIVA ITALIA Srl;COMPRESSE EFFERVESCENTI SOLUB.;ACETILCISTEINA;ACETILCISTEINA;;;FARMACO GENERICO;N;;;AL RIPARO DA LUCE E UMIDITA';36 MESI;3 MESI NON SUP.A +25 GRADI;ALIQUOTA 10%;7.9;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
028614055;028614028;;ACICLIN*25CPR 400MG;FIDIA FARMACEUTICI SpA;COMPRESSE;ACICLOVIR;ACICLOVIR;26C;ACICLOVIR 400MG 25 UNITA' USO ORALE;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;60 MESI;;ALIQUOTA 10%;9.01;0.0;9.01;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 84: CLASSE A PER PATOL.
028614081;;;ACICLIN*35CPR 800MG;FIDIA FARMACEUTICI SpA;COMPRESSE;ACICLOVIR;ACICLOVIR;26E;ACICLOVIR 800MG 35 UNITA' USO ORALE;FARMACO GENERICO;N;;;AL RIPARO DALL'UMIDITA';60 MESI;;ALIQUOTA 10%;25.04;0.0;25.04;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 84: CLASSE A PER PATOL.
028614156;;;ACICLIN*CREMA 10G 5%;FIDIA FARMACEUTICI SpA;CREMA DERMATOLOGICA;ACICLOVIR;ACICLOVIR;;;FARMACO GENERICO;N;;;NON SUP. A +25 GRADI;36 MESI;;ALIQUOTA 10%;9.5;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
028614129;;;ACICLIN*OS SOSP FL 100ML;FIDIA FARMACEUTICI SpA;SOSPENSIONE ORALE;ACICLOVIR;ACICLOVIR;26A;ACICLOVIR 8% 100ML USO ORALE;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;13.9;0.0;13.9;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 84: CLASSE A PER PATOL.
039105010;028614067;;ACICLINLABIALE*CREMA 2G 5%;FIDIA FARMACEUTICI SpA;CREMA DERMATOLOGICA;ACICLOVIR;ACICLOVIR;;;FARMACO DA BANCO;N;;;NON SUP.A +25,NON REFRIGERARE;36 MESI;3 MESI;ALIQUOTA 10%;8;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;OTC - LIBERA VENDITA;NON CONCEDIBILE;
033482047;;;ACICLOVIR ABC*35CPR 800MG;ABC FARMACEUTICI SpA;COMPRESSE;ACICLOVIR;ACICLOVIR;26E;ACICLOVIR 800MG 35 UNITA' USO ORALE;FARMACO GENERICO;N;N;;AL RIPARO DALL'UMIDITA';60 MESI;;ALIQUOTA 10%;25.04;0.0;25.04;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 84: CLASSE A PER PATOL.
033482035;;;ACICLOVIR ABC*CR 10G 5%;ABC FARMACEUTICI SpA;CREMA DERMATOLOGICA;ACICLOVIR;ACICLOVIR;;;FARMACO GENERICO;N;N;;NON SUP. A +25 GRADI;36 MESI;;ALIQUOTA 10%;8.6;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
033482023;;;ACICLOVIR ABC*OS 100ML 8%;ABC FARMACEUTICI SpA;SOSPENSIONE ORALE;ACICLOVIR;ACICLOVIR;26A;ACICLOVIR 8% 100ML USO ORALE;FARMACO GENERICO;N;N;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;13.9;0.0;13.9;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 84: CLASSE A PER PATOL.
031846049;031846013;;ACICLOVIR ACC*35CPR 800MG;ACCORD HEALTHCARE ITALIA Srl;COMPRESSE;ACICLOVIR;ACICLOVIR;26E;ACICLOVIR 800MG 35 UNITA' USO ORALE;FARMACO GENERICO;N;;;IN LUOGO FRESCO E ASCIUTTO;36 MESI;;ALIQUOTA 10%;25.04;0.0;25.04;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 84: CLASSE A PER PATOL.
031846037;;;ACICLOVIR ACC*CREMA 10G 5%;ACCORD HEALTHCARE ITALIA Srl;CREMA DERMATOLOGICA;ACICLOVIR;ACICLOVIR;;;FARMACO GENERICO;N;;;NON SUP. A +25 GRADI;36 MESI;;ALIQUOTA 10%;8.9;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
031846025;;;ACICLOVIR ACC*OS SOSP FL 100ML;ACCORD HEALTHCARE ITALIA Srl;SOSPENSIONE ORALE;ACICLOVIR;ACICLOVIR;26A;ACICLOVIR 8% 100ML USO ORALE;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;13.9;0.0;13.9;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 84: CLASSE A PER PATOL.
034311050;;;ACICLOVIR ALFA*CREMA 5% 10G;ALFASIGMA SpA;CREMA DERMATOLOGICA;ACICLOVIR;ACICLOVIR;;;FARMACO GENERICO;N;;;INFERIORE A +25 GRADI;36 MESI;;ALIQUOTA 10%;11.5;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
034311062;;;ACICLOVIR ALFA*CREMA 5% 3G;ALFASIGMA SpA;CREMA DERMATOLOGICA;ACICLOVIR;ACICLOVIR;;;FARMACO GENERICO;N;;;INFERIORE A +25 GRADI;36 MESI;;ALIQUOTA 10%;8.9;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;SOP - NON RICHIESTA;NON CONCEDIBILE;
033868011;;;ACICLOVIR ALM*35CPR 800MG;ALMUS Srl;COMPRESSE;ACICLOVIR;ACICLOVIR;26E;ACICLOVIR 800MG 35 UNITA' USO ORALE;FARMACO GENERICO;N;;;IN LUOGO FRESCO E ASCIUTTO;60 MESI;;ALIQUOTA 10%;25.04;0.0;25.04;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 84: CLASSE A PER PATOL.
033868035;;;ACICLOVIR ALM*CREMA 10G 5%;ALMUS Srl;CREMA DERMATOLOGICA;ACICLOVIR;ACICLOVIR;;;FARMACO GENERICO;N;;;NON SUP. A +25 GRADI;36 MESI;;ALIQUOTA 10%;9.9;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
040607018;;;ACICLOVIR ALM*CREMA 3G 5%;ALMUS Srl;CREMA DERMATOLOGICA;ACICLOVIR;ACICLOVIR;;;FARMACO GENERICO;N;;;NON SUP. A +25 GRADI;36 MESI;3 MESI;ALIQUOTA 10%;8.8;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;OTC - LIBERA VENDITA;NON CONCEDIBILE;
033868023;;;ACICLOVIR ALM*OS SOSP 100ML;ALMUS Srl;SOSPENSIONE ORALE;ACICLOVIR;ACICLOVIR;26A;ACICLOVIR 8% 100ML USO ORALE;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;13.9;0.0;13.9;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 84: CLASSE A PER PATOL.
036110017;;;ACICLOVIR ALTER*35CPR 800MG;LABORATORI ALTER Srl;COMPRESSE;ACICLOVIR;ACICLOVIR;26E;ACICLOVIR 800MG 35 UNITA' USO ORALE;FARMACO GENERICO;N;;;AL RIPARO DALL'UMIDITA';60 MESI;;ALIQUOTA 10%;25.04;0.0;25.04;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 84: CLASSE A PER PATOL.
036110056;;;ACICLOVIR ALTER*CREMA 10G 5%;LABORATORI ALTER Srl;CREMA DERMATOLOGICA;ACICLOVIR;ACICLOVIR;;;FARMACO GENERICO;N;;;NON SUP. A +25 GRADI;36 MESI;;ALIQUOTA 10%;9.5;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
036110043;036110031;;ACICLOVIR ALTER*CREMA 3G 5%;LABORATORI ALTER Srl;CREMA DERMATOLOGICA;ACICLOVIR;ACICLOVIR;;;FARMACO GENERICO;N;;;NON SUP. A +25 GRADI;36 MESI;;ALIQUOTA 10%;6.75;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;SOP - NON RICHIESTA;NON CONCEDIBILE;
046032013;;;ACICLOVIR AURO*25CPR 200MG;AUROBINDO PHARMA ITALIA Srl;COMPRESSE;ACICLOVIR;ACICLOVIR;26B;ACICLOVIR 200MG 25 UNITA' USO ORALE;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;24 MESI;;ALIQUOTA 10%;11.29;0.0;11.29;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 84: CLASSE A PER PATOL.
046032049;;;ACICLOVIR AURO*25CPR 400MG;AUROBINDO PHARMA ITALIA Srl;COMPRESSE;ACICLOVIR;ACICLOVIR;26C;ACICLOVIR 400MG 25 UNITA' USO ORALE;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;24 MESI;;ALIQUOTA 10%;9.01;0.0;9.01;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 84: CLASSE A PER PATOL.
046032052;036035018;;ACICLOVIR AURO*35CPR 800MG;AUROBINDO PHARMA ITALIA Srl;COMPRESSE;ACICLOVIR;ACICLOVIR;26E;ACICLOVIR 800MG 35 UNITA' USO ORALE;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;24 MESI;;ALIQUOTA 10%;25.04;0.0;25.04;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 84: CLASSE A PER PATOL.
035853035;;;ACICLOVIR AURO*CREMA 10G 5%;AUROBINDO PHARMA ITALIA Srl;CREMA DERMATOLOGICA;ACICLOVIR;ACICLOVIR;;;FARMACO GENERICO;N;;;NON SUP. A +25 GRADI;36 MESI;;ALIQUOTA 10%;9.6;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
